review,sentiment
"Following a 19th century gun dual that goes awry, a charming young woman becomes a vampire. Not only does she become one of the undead, she uses her goth, temptress persona to sustain her talents as a cold blooded assassin. This is a low grade B feature that should have went straight to video. The violence is vicious and gory, but actually quite mild. The story line is so weak and dialogue so haphazard it is hard to work up much interest. Eileen Daly is the lead character Lilith Silver. Also in the cast are Mark Caven, Kevin Howarth, and Isabel Brook.",0
"When I was a little girl, I absolutely adored The Swan Princess, it was reliving the same fairy tales of Snow White, Sleeping Beauty, and Cinderella, the princess and her prince who saves the day is always a timeless story that will never die, well, hopefully. But I figured that I would check out the sequels for The Swan Princess to see what they were like and unfortunately, this is the typical cartoon sequel that just disappoints more than entertains. The only character I found still very amusing was the Queen, she was very funny in this movie and had the best part. But with the voice changes, they were noticeable and also bothered me quite a bit, I don't mean to be picky, just it was too weird for me. The story also was just more or less borrowed from the first Swan Princess, just the villain in this movie is following Rothbart's footsteps.Odette and Derek are about to celebrate their one year anniversary, but Derek has been too preoccupied with fighting for his kingdom to keep it safe. With his mother's birthday also coming up, he forgets about that since there is a new villain in town, Clavious, who is hoping to go above and beyond where Rothbart's powers went and kidnaps the Queen on her birthday. But Odette must change back into her swan self in order to help Derek fight him and save his mother.The Swan Princess 2 is of course more than alright for the kids, that I never mind, it's good clean fun for them. The reason why these sequels are disappointing though is because it is usually just for the kids, that is the audience they aim for, but it's more enjoyable when the jokes and story can be enjoyed by everyone. Now there are a few laughs and giggles here and there, but this wasn't as clever in my opinion to the first Swan Princess. I would recommend it for the little one's, but if you're looking for a fun cartoon movie, I'd recommend staying with the first Swan Princess.4/10",0
"Watchable little semi-soaper, but hardly captivating. Still, two or three funny moments. What amazes me is how slippery and morally highly questionable McNicol is. She plays an invalid (a leg problem), yet she not only isn't the ""ugly duckling"" whom men shun, but she is even a man-eater - and we are supposed to feel for her! Oh, poor little McNicol, with her leg problem... Poor little McNicol??! She is constantly getting passes from men, and even dumps them without so much as blinking! At one occasion she even has a premeditated one-night affair with a blond stud, and then she tells her newly-found French girlfriend quite non-chalantly that it took him time to get an erection! Makes us viewers wonder why she is so leg-conscious if every guy wants to hump her. Well, almost every guy; the only guy who really shunned her after seeing her leg wrapped up in metal is the guy working on the telephone. But otherwise she seems to be doing just fine with men! No shyness, no lack of success with men, and she throws them away like toys; the way she dumped Carradine was ridiculous. Poor little invalid girl?? I don't think so. And yet we are meant to believe that this woman has a major confidence problem; hence the scene in which she prepares to start playing the flute for a solo concert and somehow manages to throw the notes on the ground out of nervousness. Nervousness?? The rest of the movie shows little or nothing that would suggest that she has confidence problems, so this flute scene is absurd and doesn't fit into the bigger picture. I was also surprised how quickly and eagerly McNicol makes friends with a French woman who is screwing a married guy. On the surface the movie would appear to be a ""sentimental story of one crippled woman's struggle for acceptance"" (or something like that) but it's nothing like that at all; the writer clearly shifts between this type of movie and a ""screw anything that moves - it's the 80s"" kind of movie - very confusing.As far as her leg: it's not like she has a big, fat purple balloon growing on her calf muscle. She ""only"" has a normal-looking metal prosthetic attached to the lower part of her leg, so I really don't understand why the makers of the film try to make it seem as if she is a female Quasimodo or something, at the beginning of the film. It's not like she has a twin head growing out of her neck! Though McNicol is hardly a major catch. Kind of cutish but nothing special, quite average.But what the hell is Carradine doing playing some kind of a (relatively) smooth guy flirting with McNicol and her pal?! This guy was in ""Revenge of the Nerds""! But I guess it's the same thing with the Carradines in the movies as it is with the Kennedys in politics: no matter how ugly, unable, or dumb, all the doors are open for a career in movies and politics, respectively.Down with nepotism.If you want to read bogus biographies about the Carradines, and other Hollywood nepotists and morons, contact me by e-mail.",0
"I completely disagree with the previous reviewer: this movie has amusing moments but hardly a laugh riot. (unless you really think sipping from a septic tank and heads exploding in a vice are a laugh riot) In fact, the only reasons I gave this a 2 instead of a 1 are because a.) two of the actors are decent b.)the soundtrack is above average with some tuneful pop songs thrown in for contrast and c.)the monster truck is pretty terrifying.Other than that, this is a movie with some intermittent, creepy or interesting ideas which are overwhelmed by unrelenting crassness, crudity and vileness. The former best friend character is one of the most annoying I've ever seen and the small grace that the hitchhiker character had disappears in yet another contrived twist ending that makes little to no sense at all.A waste of the lead actor who shows some nervous charm and the aforementioned actress portraying the hitchhiking character...",0
"This movie is amazing. It is funny, sexy, violent and sick, but it all holds together for a brilliant Troma rendition of Romeo and Juliet. If you don't mind being grossed out a bit (ok a lot, but it's funny grossed out), see this movie. It's worth it!There's not one level on which it doesn't deliver. I've seen it thrice now, and it is still amazing. I recommend it. Go! Get it!",1
"This is one of my favorites along with the Mariette Hartley and Robert Lansing ""Sandy"" and the Agnes Moorhead-and-the-tiny-spacemen episodes.It is an important take, from mid-1961, on the long Cold War that the U.S. was then embroiled in. The beaten-down city-scene, the near-starving characters' sparse dialog, their threadbare uniforms, and the minimal action ""says"" it all: the absurdity of an on-going conflict that threatens to destroy human life, modern civilization, and all that is sweet and redeeming about it.It is a ""fable"" because it was made in a time in which, had events turned out differently, such as the second Berlin Crisis (Spring 1961) and the subsequent Cuban Missile Crisis (Oct. 1962), it would have actually been a reasonable representation of one of the U.S.'s major cities, ruined and replete with a few miserable survivors. I also see it as a ""fable"" because it is not only a cautionary tale, but because it is the most redemptive of all our popular myths: it is a love story, set in an impossible situation, and involving two highly mismatched lovers.",1
"This movie is just crap, I cant put it differently. Since the very beginning one knows is going to be crap. The story, dialogue, acting, special effects, make-up, pretty much EVERYTHING sucks. I like vampire movies and I know they will never be Oscar winning movies but this one is not even worth seeing, I can't believe how somebody produced this thing.It's not even about vampires, it's more about a dream/reality experience. The development of the movie is incoherent, the motivation of the characters is... Doesn't exist, everything seems like a big joke. Maybe that's what they tried to do, but I sincerely doubt it. I wish I knew what they tried to pull but it just backfired, it's definitely one of the worst movies I've ever seen in my life (and I've seen many bad movies, but nothing compared to this) Please, make yourselves a favor and do NOT watch this. P.S. It's also full of clichés! P.S. 2 Bad Script, Bad directing, Bad cinematography. P.S. 3 I bothered commenting on this as a favor to everyone.",0
"New York, 1953. One hot night, four famous iconic figures will come together. The professor (Albert Einstein) has come to NY to give a speech, which he has, the senator (Joesph MacCarthy) on his back. Later that night his gets a surprise visitor; a famous actress (Marilyn Monroe). Who actually wants to discuss the theories of Relativity. Soon her ball-playing husband (Joe DiMaggio) turns up at the hotel room, begging to work things out for their crumbling relationship. Flashbacks of childhood, important events, perceived consequences of their actions creep in to show how these individuals cope with despair and a hidden fear waiting to break out.Now that's one-of-a-kind! Adapted off a stage-play by Terry Johnson (who would also script the screenplay for the film), ""Insignificance"" is an odd, quirky, seductive and downright curious fictional pop-culture gimmick in the hands of director Nicolas Roeg. This inspired and cerebral experimental effort might be rooted in its stage-play origins, because it does feel theatrical and most of the action occurs in a hotel backdrop and one main suite. The cramp look only enhanced the moody and smoky atmosphere of New York to great effect. However these limitations can't contain the fruitful and daring ideas that Roeg manages to randomly storm up visually and through the meaningful material. The way he reflects on the characters' (who are suggestively famous figures, without the need of naming of them) philosophical journeys and interpretations of their notions is stimulating in a spiritual sense, with the memories gelling into the present and visions showing their fears of realisations, which depending on what you're seeing is either beautiful, or hauntingly implemented. There's plenty of food for thought and hints within the verbosely innovative (if sometimes awkward) script, with the main focus concerning the present situation, but the flashbacks gives us the personal make-up (sex, power, enlightenment and glory) of what makes them who they are and how much of a burden it can be in there already demanding lives. Sure the story might not lead to anything by the end, and it can feel disjointed, but the dreamy vibe and intelligent arrangement irons out those folds and makes sure it never turns giddy. Peter Hannan's sensually fluid photography and Stanley Myers' titillatingly oozing blues soundtrack fit in snugly with Roeg's stylistically subdue and established style of directing. He makes it look like he's working with something big and large-scale, but otherwise that's not the case and a small little universe is created. The vintage costumes and locations of the period all come off fittingly enough. What made the film for me had to be the impressive acting it boasted from the main four. Theresa Russell's perky, drop dead gorgeous appeal of the sexy pin-up actress is a growing portrayal that definitely held the film together along with an genuinely excellent and endearing performance by Michael Emil as the professor. Tony Curtis marvellously plays it up as witch-hunting senator and Gary Busey is suitably good in the stoically gravel manner as the ballplayer. Showing up in minor, but amusing support roles happen to be Will Sampson and Patrick Kilpatrick.A memorably striking, fresh and tour de force meditation piece of metaphysics linked together by four different extremes. Some might find it pretentiously estrange and too talky, but this one had me wrapped up in its own little unique world to worry too much about its shortcomings.",1
"This is one of the best martial art(Kung-fu) movies of all time. if u love martial art movies this is a not to miss. From flying nuns to training monks this movie has top kungfu styles and a good story line. Its about a priest from the wu dang clan trying to eliminate all the shaoulin fighters to be claim the title of being the best in martial arts. after killing key members of the shaoulin temple the faith of the shoulin is remained in the hand of two boys secretly training under a shaoulin monk. The white abbot or the priest from the wu dang clan develops new techniques that turn him into iron. well this a not to miss classic. It involves Ninjas, shaoulin and nuns fighters. it a great classic",1
"Lame rip-off of THE QUATERMASS XPERIMENT (1955): the first half is deadly dull, even dreary - but the latter stages improve considerably with the scenes involving the rampaging 'monster'. In the accompanying featurette (a rather dry affair at a mere 9 minutes, when compared to the ones created for the other titles in Criterion's ""Monsters & Madmen"" set), director Day - who admits to not being a fan of the sci-fi genre - tries to justify the film's shortcomings by saying that he had a zero-budget to work with (where all the outer space scenes were composed of stock footage!)...and I'd have been inclined to be more lenient with the film had I not recently watched CALTIKI, THE IMMORTAL MONSTER (1959) - a similar (and similarly threadbare) but far more stylish venture from Italy! Bill Edwards as the cocky but unlucky astronaut - obsessed with achieving the titular feat - is positively boring at first, but he eventually manages to garner audience sympathy when his physical features are deformed and the character develops a taste for blood! Marshall Thompson as his commanding officer and elder brother is O.K. as a leaner Glenn Ford type; he had previously starred in FIEND WITHOUT A FACE (1958), another (and more successful) Richard Gordon-produced sci-fi which, incidentally, is also available on DVD through Criterion. Italian starlet Marla Landi, struggling with the English language, makes for an inadequate female lead; even her input in the featurette proves to be of little lasting value! The Audio Commentary is yet another enjoyable Tom Weaver/Richard Gordon track where, among many things, the fact that FIRST MAN INTO SPACE was intended as a double-feature with CORRIDORS OF BLOOD (1958) is brought up - but it was eventually put out as a standalone release, so as to exploit the topical news value of the current space race; it's also mentioned that the monster dialogue was actually dubbed by Bonar Colleano (who, tragically, died in a traffic accident prior to the film's release!). Weaver even recalls a couple of anecdotes from the time when he was involved in the production of the DVD featurette shot by, of all people, ex-cult-ish film-maker Norman J. Warren: Landi, who by then had become a lady of title, was still ready to help out in carrying the equipment necessary to film the interview down several flights of stairs!; Edwards was supposed to have contributed to the featurette but, once in London, he proved reluctant to co-operate with Weaver - eventually, the latter learned that the actor had been recently diagnosed with cancer and, in fact, he died in 2002!",0
"In Joel Schumacher, you have one of the most inconsistent film makers of all time. But this is common knowledge; I think his main problem is the array of genres that he covers whilst at the same time, failing to develop any sort of certain style that might label him an auteur. Hitchcock liked his suspense and his horror/thriller; Chaplin liked his comedy; Scorsese likes his crime driven mafia stories amongst others and Spielberg likes his large scale, big budget adventure films that combine just enough violence for the adults and fun for the kids. Other more obscure examples include Kubrick and Welles who covered too much to write about here.But Schumacher is the sort of guy who makes a flawed film revolving around a great idea or a really quite enjoyable film revolving around a seemingly dull premise. Falling Down had a great idea behind it but I found it flawed and anticlimactic with too many scenes seemingly relying on comedy. Batman is a superhero; superhero films have been big hits recently so how he managed to make not one but two appalling superhero films is beyond me. Then comes 8MM; a film with a basic premise that is executed in an impressive manner before Tigerland which is Schumacher's best film from what I've so far seen, in my opinion. With the war genre, laughter isn't something you'd associate with it for most of the time. I can remember scoffing at the absurdity of the D-Day landings during Saving Private Ryan: at the time when I first saw the film, I had not much knowledge of the Second World War bar when it began and finished. My eyebrows were up, my mouth slightly open with a weak 'I can't believe it smile' on my face. Needless to say, it was because of that film I searched out learning a bit more on what that event was all about and the war as a whole. In Tigerland, you are invited to laugh at the absurdity of war through Bozz (Farrell), a tough and egotistical soldier training for the Vietnam War.But what's clever here is that there are no jaw dropping war scenes of fighting and death and destruction; just one man and his battle with the system for most of the time. The things he says and the audacity at which he deals with his predicament is reminiscent of a school child winding up a series of teachers at an extremely strict boarding school. Tigerland may borrow from Full Metal Jacket in the sense it is a training routine for the Vietnam War but egos and superegos play more of a part here, I think. The superegos that are the drill sergeants go up against Bozz whose ego is extremely large. There is also the third part of Freud's triangle that sneaks into Bozz: the ID. Compared to all the other soldiers who all have rather large egos, Bozz is the only one brave enough to show it in front of the sergeants thus suggesting he is allows what he shouldn't do to float to the surface and express itself: ""You are all dead in this situation!"" barks a sergeant. ""Any Questions?"" ""Yeah, if I'm dead how come I can ask a question?"" replies Bozz whose punishments such as push-ups and dirt eating seem to un-faze him in true ID style; that is he enjoys the punishments.Also regarding the superegos, Bozz at one point tries to command a group of soldiers in field training. This is something the existing captain of the squad cannot do thus suggesting he is lacking in both the superego required for the job and the confidence to tell Bozz he is in charge. What follows is an actual conversation between Bozz and an existing drill sergeant who gives him his Christian name. This is where Private Wilson's (Whigham) character steps in: His uncontrollable rage and anger at Bozz explodes at certain time all culminating in the film's only real scenes of a shootout which is in the form of a training exercise in a river. Wilson cannot control his impulses and dislike toward Bozz and acts out.What I also liked about Tigerland is that it's shot in such a way that is brave. While lacking in innovation, Tigerland seems to use lower grade film stock or lesser cameras to get across its gritty look. Make no mistake that this could have been a pretty looking film with lots of colour and attractiveness. But, we get a documentary approach in the final piece making everything look like it was shot on a typical everyday camera for TV; the emphasis on the hand held is also apparent but Schumacher is clever: he never allows the film to become too much like a mockumentry whilst at the same time suggesting the film's budget could've been half of what it was. It's worth saying here that Spielberg said he wanted Saving Private Ryan to look like actual reel footage or something along those lines and as if it was recorded from the war scenes.While being very funny and entertaining, Tigerland is still a great study of what makes people tick; not necessarily in war but in the closest possible substitute. Its study on one man and how much he hates the system that he cannot even take it seriously is fascinating as is the drive of each soldier. There are several memorable scenes and situations culminating in a happy, if not unhappy ending that'll open your mind and make you think about what it's perhaps really like in the military.",1
"I am giving this pretentious piece of garbage a 1 simply because i don't believe there is a worse movie in the world.I hate this movie, i hate the acting, dialog, setting, writing and directing. I hope everyone that was involved in this movie burns and rots in the darkest circle of hell.Damn this disgusting waste of time.I pray every day that this movie is just a figment of my imagination. i pray that i dreamt the movie, and that i will never have to see it at my local video store again.BURN IN HELL",0
"This movie is dated in so many ways, it's sensational. You can either laugh at it or shake your fists in rage.This movie deals with many problems of American history, but with the typical white-male-Christian-American paternalism: The main character is one of those I-can-do-it-all-and-you've-got-to-love-me-for-it-kind-of-guy. He is so pompous and not to be taken serious at any time. What a horrid creature! His wife is a weak little woman for the first part of the movie and a still very weepy, but stronger character in the end. Too bad she still forgives his cocky ways after he's left her for the second time. It's just sad that the character didn't really change at all. Even though she is supposed to portray a strong and independent woman in the end, she is consumed by worry about her adventure-seeking husband. So 2 out of 10 points from the feminists among us (and those are only for the good intentions...)! The problem of Indian suppression is dealt with quite nicely, but there is that patronizing story-telling again. And the fact that all African-American characters are the typical stereotypes makes the movie even more hypocritical. I was so enraged most of the time! So one point (for trying) from the civil rights movement.I know, that the movie was done at a different time. I love old movies and I have a lot of patience with some of those dated point of views. But this was just disgusting!What saves this movie are the parts without the main character. Mr Dix's acting is way over the top and smug. Maybe that's why his character is so disagreeable... I liked Mrs Dunne's performance, even though her character enraged me at times. But I must say the famous land rush scene was incredibly done. And the way that the Oklahoma settlement was portrayed made the movie worthwhile. It's just amazing how civilization rose out of the dirt and dust of the 19th century. And I don't understand the problem some have with that church scene. I thought it was quite funny and amusing. Maybe it wasn't supposed to be, but I liked it. So 9 points for those scenes and the impressive storytelling of the development of the Oklahoma state. That makes about 4 points altogether!",0
"Fidois a very odd film. And in many ways, a very good one.My first thought after viewing, was how the hell are they going to market this thing? If Shaun of the Dead is a romantic comedy with zombies, Fido is a boy and his dog story blended with fifties nostalgia comedy with zombies. Doesn't exactly trip off the tongue.Fido has little of Shaun's carnage, gore & belly laughs. It is a different beast altogether (forgive the pun).Fido kicks off with a black & white information film that explains the back story - humans have won a war against zombies by developing a control collar that subdues the flesh-eaters into dumb servants.At first I thought we we were in for a fifties cold war paranoia parody a la Matinée, but we are soon hurled into a world of bright primary colours and fifties middle-class nostalgia.Young Timmy Robinon is a lonely kid who doesn't fit in at school. His mom is would-be social climber,and his dad is nervy and detached.Seeking to keep up with the Joneses, mom (Carry-Anne Moss) has acquired a zombie. Jimmy is disinterested at first, but 'Fido' (Billy Conelley) soon proves a great buddy for Jimmy. Until his collar goes on the blink...Fido is NOT a horror film, but my problem with the movie is figuring out exactly what it IS.Much of the humour is of the light family variety, and sometimes the plot line is too heavily reliant on the boy and his dog/family moments.Yet the film is shot through with wonderfully dark, truly funny moments, which while welcome, will ensure an R rating for what is, for extended periods, a family comedy.The film looks gorgeous, and is wonderfully performed by all involved.Despite its difficult tonal problems, I hope this movie finds a niche, as it's quite a little gem in this year's deluge of cinematic crap.",1
"I must confess to not having read the original M R James story although I have read many of his other supernatural tales. I've also seen most of the previous BBC Christmas Ghost Stories and this one, in my opinion, surpasses most of them, only equalling The Signalman.I can't really fault A View From a Hill - the direction and 'mood' is perfect, as is the acting, lighting and, of course, the story and writing. I thoroughly enjoyed this and can only hope for more of this quality from the same director and production team. I understand that the BBC plan to make some more (not necessarily based on M R James stories) so that's promising.10/10",1
"What's the point? Hasn't this been done before, better? And again? Why is Werner Herzog wasting his good talents and time with junk like this? Shouldn't he be shooting a movie somewhere--I mean a real movie? It all felt fake from the beginning. Werner Herzog would never have sought to make a film about the Loch Ness myth--at least not on such a small scale surrounded by losers--so the plot was not believable from the beginning. The actors who are supposed to act like they're not acting were obviously acting. The story was not interesting, the ""everyday people"" requisite in every mockumentary were invisible, the personalities were stale, the jokes were not funny, the effects were unconvincing and the ending was nowhere to be seen.I just don't see the point. It's a fake movie about a fake movie. Hah, hah. Perhaps if those who thought up such a movie sought to make one that mocked people who really were out to find a real Nessie, now that could have had some potential. But Herzog is not a believer and never claimed to be. A mockumentary about the cryptozoologist crowd would have had so much more fuel.It was a miss.",0
"Clint Eastwood is Bronco Billy, the leader of a Wild West troupe, one of six regular misfits who comprise a struggling-to-break-even touring show. The seventh member of the bunch is a woman, Billy's assistant, but such women never last long, and the position is chronically open. Enter Antoinette Lilly (Sandra Locke  Eastwood's girlfriend at the time). It seems Miss Lilly, as Doc (Scatman Crothers) calls her, is a would-be heiress who will only receive her long-deceased father's estate if she's married by the time she turns 30, so on the eve of that birthday she gets hitched to the cartoonish Geoffrey Lewis.So, what's the plot of this film? It's hard to say. There's the romantic tension between Billy and Miss Lilly, but the problem is that for the first half of the movie she's so haughtily insipid and detestable that when she suddenly becomes 'one of the troupe' halfway through the film, it's not only unbelievable, but the audience is well past caring about her. There's the chronic lack of funds behind the Wild West show, but this topic isn't touched upon enough to really be the raison d'etre of the film. There's Miss Lilly's predicament of being stranded in the rural west, cut off from the funds that fuel her spoiled life of luxury (she's mistakenly believed to be dead by her family and the press). But are we really supposed to believe that she couldn't get back to New York and her waiting fortune if she gave it a bit of effort?No, the point of this film seems to be that Billy is the leader of a family, a lovable bunch of losers who hang together through thick and thin. This is a warm, fuzzy film  or at least tries to be. Along the way, Clint shows us his skills with a gun, even foiling a bank robbery in a shooting that is grotesquely out of place in an otherwise relatively non-violent film. One of the gang is arrested on an old draft evasion charge; Billy bribes the local sheriff. The show's tent burns down; an orphanage makes them a new one. But numerous mundane pitfalls do not a plot make.Compounding the problem is the acting, or lack thereof. Aside from Scatman Crothers, the supporting cast is quite amateurish. Eastwood isn't on top of his game either, though he looks better simply by virtue of being surrounded by such a lackluster bunch.And for all this, the film plods on for 116 minutes. To what point? Good question  4 out of 10",0
"A sparkling movie. BB is a marvel. She's sultry. She is a feminist. She is still very much in love.The movie features Paris in the 50's. It is wonderful to look at the sites, the cars (DS!) and Orly.A simple but very enjoyable romantic comedy. The music is horrendous. It almost dissonates. On the other hand it is hilarious. But it is probably the only thing amiss, at least looking at it with 21st century eyes.The movie comments on the French manner of treating infidelity. It is that sense modern. A movie like un elephant se trompe enormenent did it in an 80's way. But the basic premise stays the the same.Thanks to makers for providing BB with this opportunity.",1
"The movie was excellent, save for some of the scenes with Esposito. I enjoyed how it brought together every detective on the series, and wrapped up some plotlines that were never resolved during the series (thanks to NBC...). It was great to see Pembleton and Bayliss together at their most human, and most basic persons. Braugher and Secor did a great job, but as usual will get overlooked. It hurt to see that this was the end of Homicide. Memories, tapes, and reruns on CourtTV just aren't the same as watching it come on every Friday. But the movie did its job and did it very well, presenting a great depiction of life after Al retired, and the family relationship that existed between the unit. I enjoyed this a lot.",1
"If it wasn't for the performances of Barry Diamond and Art Evans as the clueless stoners, I would have no reason to recommend this to anyone.The plot centers around a 10 year high school reunion, which takes place in a supposed abandon high school(looks more like a prop from a 1950s low budget horror flick), and the deranged student the class pulled a very traumatizing prank on. This student desires to kill off the entire class for revenge.John Hughes falls in love with his characters too much, as only one student is killed as well as the lunch lady(Goonies' Anne Ramsey). We're led to believe that the horny coupled gets killed, but never see a blasted thing! This is a horrible movie that continued National Lampoon's downward spiral throughout the 80s and 90s.",0
"""The Haunted World of Edward D. Wood, Jr."" is the definitive documentary on the life of the man who brought us such movies as ""Glen or Glenda"", ""Bride of the Monster"", and, of course, ""Plan 9 from Outer Space"". This exquisite film far exceeds where other documentaries, such as ""Look Back in Angora"" and ""The Plan 9 Companion"", failed. It rounds up his surviving entourage, many of whom have passed away since filming, and gives an honest examination of Ed Wood and his work. Nostalgic in the fact that it looks back at the darker corner of yesteryear Hollywood, sentimental in its treatment of the director (down to the haunting music), this documentary is an absolute must-see for anyone who loves the director who so failed in his day. The entire two hours of the film lovingly and retrospectively pieces together Ed's life and untimely death for the viewer. Best watched at 3 am while wearing an angora sweater.",1
"Very nicely done movie. It does stay in your memory. Better billed as a romance than flying or war, altho the flying parts are realistic and almost error free. Flying buffs like myself will enjoy this movie even if attracted by the airplanes, unless they have no sensitivity or have never been in love.Fun watching early Crowe. He is good and exudes charm. His reading of ""High Flight"" is superb.cheers, Boom",1
"***SPOILERS*** ***SPOILERS*** Released in 1956,and considered quite racy at the time, Douglas Sirk's over the top candy colored melodrama is still a wonderful thing. The plot concerns the goings on in an oil rich dysfunctional Texas family that includes big brother Kyle, who is insecure, weak, wounded & very alcoholic, played by Robert Stack in a very touching & vulneable performance and his sluty sister Marylee played in an extreme manner by Dorothy Malone. Ms. Malone's performance is telegraphed to us via her eyes, which she uses to show us her emotions, which mostly consist of lust (for Rock Hudson) and jealousy (for Lauren Bacall). Malone is the only actress I've ever seen in movies who enters a room eyes first. Now don't get me wrong, her performance to say the least is an absolute hoot, and is one of the supreme camp acting jobs of the 1950's. But it is also terrible, because as likeable and attractive as Malone is,she's not a very good actress, and she's not capable of subtly or shading. Her performace is of one note. She does get to do a wicked Mambo,and in a great montage, as unloving daddy played by the always good Robert Keith falls to his death climbing a staircase, Sirk mixes it up with an almost mad Malone doing a orgasmic dance as she undresses. Stack,(who should have won an Oscar) & Malone, (who won the award, but shouldn't have) are the real stars of the film, the ones who set all the hysteria, both sexual & otherwise in motion, while the ""real stars"" of the film, Hudson & Bacall fade to grey & brown,which are the colors that they are mainly costumed in. Hudson who was a better actor then given credit for plays the childhood & best friend of Stack's, and the stalked love interest of Malone's who moans & groans over Rock through most of the film. But Hudson wants no part of her,and instead is in love with Bacall who is married to Stack. No one is very happy & no one is happy for very long. The Stack-Bacall marriage falls apart big time after a year, and Stack pretty much drinks himself into oblivion because he thinks he is sterile, and can't give Bacall a baby to prove that he's a man. Sirk who was a very intelligent man, and had a long & fascinating career both in films and theatre in Germany, ended his Hollywood career at Universal in the mid 1950's with a series of intense vividly colored ""women's movies"" or melodramas. Although they were mainly adapted from medicore or trashy source material,in Sirk's hands they became masterpieces of the genre. Sirk had a wonderful sense of color & design which he brought to play in these films filling his wide screen spaces with characters who played out their emotional lives among weird color combinations & lighting, make believe shadows, and lots of mirroed reflections. In ""Written"" the characters are always peeking out of windows, listening at doors or sneaking around. So in the end, after much violence, an accidental murder, a miscarriage & more Sirk ends the movie with a final & startling scene of a ""reborn"" and reformed Malone in a man-tailored suit, sitting at a desk foundling a miniature oilwell.",1
"I liked this movie because it basically did more with less. It could have been made more interesting if they had kept it confined to the studio even more (though some of the plot elements would have been harder to develop).The guy playing the DJ did a good job of showing someone spooked out and haunted by his memories. I also found his dialog with the callers pretty funny.While parts of the movie you can see coming a mile away, other parts you do not expect to turn out the way they did.I thought it was a pretty minimal ghost story for the most part, concentrating more on the living side of the equation. The last 5-10 minutes were pretty well done as everything is being revealed.While it was a shorter movie, it felt to be just about the right amount of time to tell the story. Any more and it would have started to drag.",1
"Roeg has done some great movies, but this a turkey. It has a feel of a play written by an untalented high-school student for his class assignment. The set decoration is appealing in a somewhat surrealistic way, but the actual story is insufferable hokum.",0
"Of all the seasons and episodes of THE TWILIGHT ZONE, after seeing all the great, mind boggling, thought provoking stories, this one stands on top. That's right. This story, this one entitled THE HUNT tops the large number of the finest scripts in Television History.True, there are no interplanetary space flights, no inexplicable cracks in time. There is no living nightmare, no sudden changes of setting. There is seemingly nothing out of the ordinary for our protagonist to deal with.The main character, played by veteran character actor Arthur Hunnicut, sets out from his cabin in the hills, accompanied by his faithful hound, to hunt raccoon. Because the raccoon is a predominantly nocturnal animal hunt is by moonlight.The man and dog soon encounter a large raccoon, who hops on the dog's back and attempts to drown the hound in a pond. The man jumps in to help his dog. There is a sort of almost black-out, after which the pair are seen on the shore, in a lying, almost sleep like position.Calling his dog by name, (Rip, I think) the old man sets off to return home. When he arrives, he finds the wife weeping and unresponsive to his conversation. He also observes visitors coming and going to his house, paying respects and giving words to console his wife.Still seeming puzzled at the strange reception and goings on around the Home Cabin, the Man and Rip take off on a long walk down the road, where He remarks out loud that he did not remember such a long fence in these parts. He eventually comes upon a rather large fellow, dressed in garb similar to his-overalls, hat, work shirt. They are at a gate, which leads to an area where a lot of smoke is freely rising up. The Gate Keeper is overly eager in his persuasive pitch in trying to get the man to enter. Rip sounds displeasure. The Gate Man tells the Old Man that he may enter, but the dog would have to remain outside, offering to watch the animal for him. The man will have none of it and the two continue on their way down the path.After a little more hiking they come upon a second gated entrance where the Gate Keeper recognizes the man and welcomes him. When the Old Man reports what has happened down the road, telling him of how the guy at the other gate tried to separate the Man and dog, and added, ""With no dogs allowed, that must be a Hell of a place!"" The 2nd Gate Keeper stated that he was right! ""That's exactly what it is!"" Our family had lost our 1st Dog, Lady-a mixed Lab, in October of 1981. About 6 months later, as good fortune would have it, the Wife(Deanna) and myself along with our 2 daughters (Jennifer 9 and Michelle 6) viewed this episode on TV, WGN TV, Channel 9 Chicago. Well, it all made perfect sense to us at that time.We're certain that anyone who has had that relationship with a family dog, would agree. The episode still brings a condition of watery eyes to this now 60 year old writer.",1
"Dire! Dismal! Awful! Laughable! Disappointing!Right, your trapped in ""The Cave"" with several ""hard"" Men and a Woman or two, your being systematically killed by ""Something"" and you STILL don't get to hear ANY naughty Grown Up words!!! A 15 Cert' here in England, and you could tell!The Egos of the ""Macho Men"" was just too much, pass the bucket I'm going to be sick.This movie should never be exposed to daylight and ironically, be kept in the darkest, deepest hole in the ground and be forgotten forever. I have a feeling that this description isn't the first time to pop its his head from a hole in the ground.Just like the film The Cube, it looked like a good concept but was just let down at the last post by, well its self.This Comment contains Spoilers alright, its called The Cave.Thanks Bruce.",0
"It is so gratifying to see one great piece of art converted into another without distortion or contrivance. I had no guess as to how such an extraordinary piece of literature could be recreated as a film worth seeing. If you loved Bulgakov's book you would be, understandably, afraid of seeing some misguided interpretation done more for the sake of an art-film project than for actually bringing the story's deeper meaning to the screen. There are a couple examples of this with the Master and Margarita. As complex and far-fetched as the story is, the movie leaves out nothing. It is as if the filmmaker read Bulgakov's work the same way an orchestral conductor reads a score--with not a note missed. Why can't we find such talent here in the U.S. ? So now my favorite book and movie have the same title.",1
